198103270005,1981,3,27,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",National Assembly Bldg,88,Honduras,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",1,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198104150008,1981,4,15,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,23,Police Patrol (including vehicles and convoys),"",Police Patrol Car,88,Honduras,"","","","","","","","","","","","","","","","",Guerrillas,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,"","","","","","","","",Uzi; Revolver - .38 caliber,3,"",0,9,"","",1,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198107010007,1981,7,1,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,0,"","",0,1,0,6,Hostage Taking (Kidnapping),"","","","",1,Business,6,Medical/Pharmaceutical,Valle de Augeles Hospital,"Ronald Dale McBrown, director",217,United States,"","","","","","","","","","","","","","","","",Guerrilla Commando of the people,"","","","","","",0,"","",0,2,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,0,"","","",Honduras,1,0,"","","","",2,Hostage(s) released by perpetrators,1,"","","","",PGIS,0,1,1,1,""
198108070001,1981,8,7,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),"","","","",14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"","Hermann Eyl, age 41, Agronomist",88,Honduras,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,1,0,"","","",Honduras,1,500000,"","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198109230006,1981,9,23,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",2,Government (General),21,Government Building/Facility/Office,"",Honduran National Congress Bldg,88,Honduras,"","","","","","","","","","","","","","","","",Lorenzo Zelaya Revolutionary Front (LZRF),Popular Revolutionary Command,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),75000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198109230008,1981,9,23,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",United States Army,"Robert L. Smith, unarmed military adviser",217,United States,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",United States Air Force,Russell L. McFall,217,United States,"","","","","","","","",Lorenzo Zelaya Revolutionary Front (LZRF),Popular Revolutionary Front,"","","","","",0,"","",0,3,"","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Submachine gun,0,0,0,2,2,0,0,"","","","",0,"","","","","","",0,"","","","","","","","","","","","",UMD Miscellaneous,0,1,1,1,""
198110020006,1981,10,2,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,-9,"","",0,0,0,3,Bombing/Explosion,"","","","",1,Business,3,Bank/Commerce,"",Atlandida Bank,88,Honduras,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,3,Minor (likely < $1 million),0,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198111030002,1981,11,3,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,-9,"","",0,0,0,6,Hostage Taking (Kidnapping),"","","","",2,Government (General),17,Head of State,President of Honduras,"Nilda Paz Manquez, daughter",88,Honduras,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,3,"","","","","","","","","","","",13,Unknown,"","","","","","","","","","","","","","","",0,"","",0,"","",0,"","","","",1,1,0,"","","",Honduras,0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198111190012,1981,11,19,"",0,"",88,2,Central America & Caribbean,Lempira,La Virtud,14.060287,-88.695229,1,0,"","",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,"","","","",4,Military,29,Military Unit/Patrol/Convoy,"",military unit,88,Honduras,"","","","","","","","","","","","","","","","",Farabundo Marti National Liberation Front (FMLN),People's Liberation Forces (FPL),"","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",0,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,1,1,0,1,""
198111270005,1981,11,27,"",0,"",88,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1,0,"","",1,1,1,-9,"","",0,1,0,2,Armed Assault,"","","","",3,Police,25,Police Security Forces/Officers,"",police unit,88,Honduras,"","","","","","","","","","","","","","","","",Unknown,"","","","","","",0,"","",0,"","","","","","","","","","","","",5,Firearms,2,Automatic or Semi-Automatic Rifle,"","","","","","","","","","","","",Automatic firearm,2,"","",2,"","",1,4,Unknown,"","",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,-9,-9,0,-9,""
198112290003,1981,12,29,"",0,"",88,2,Central America & Caribbean,Cortes,San Pedro Sula,15.50167,-88.02774,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)","",Peatonal Street,88,Honduras,"","","","","","","","","","","","","","","","",Lorenzo Zelaya Revolutionary Front (LZRF),Popular Revolutionary Command,"","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",0,3,Minor (likely < $1 million),0,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
198201210001,1982,1,21,"",0,"",88,2,Central America & Caribbean,Cortes,San Pedro Sula,15.50167,-88.02774,1,0,"","",1,1,1,0,"","",0,1,0,3,Bombing/Explosion,"","","","",1,Business,4,Multinational Corporation,"",Coca Cola Plant,88,Honduras,"","","","","","","","","","","","","","","","",Juan Rayo Guerilla Group,"","","","","","",0,"","",0,"","","","","","","","","","","","",6,Explosives,16,Unknown Explosive Type,"","","","","","","","","","","","",Explosive,0,"","",0,"","",1,3,Minor (likely < $1 million),70000,"",0,"","","","","","",0,"","","","","","","","","","","","",PGIS,0,0,0,0,""
